ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
54856	39,38,35	0,2,0	46,19,37	0,0,0	165	149
54857	0,2,0	0,0,0	0,0,0	1,0,0	153	149
54858	0,3,0	2,0,0	1,0,0	0,0,0	220	149
54859	0,1,0	2,0,0	2,0,0	0,0,0	216	149
54860	9,5,4	309,265,225	0,2,5	331,341,391	298	149
54861	16,8,7	1,2,2	10,16,11	2,0,0	180	149
54862	2,1,3	0,0,0	5,4,6	1,0,0	156	149
54863	129,164,186	2,0,0	99,103,100	0,0,0	179	149
54865	0,2,1	129,164,186	0,0,0	99,103,100	159	149
54866	0,1,2	125,130,143	1,1,1	108,99,109	170	149
54867	2,4,3	125,130,143	2,2,0	108,99,109	298	149
54868	2,3,1	0,0,0	1,1,0	0,0,1	298	149
54869	0,0,0	1,0,0	1,1,1	0,0,1	298	149
54870	5,1,0	2,0,0	1,4,17	0,1,0	298	149
54871	12,9,10	902,726,796	11,13,7	885,717,917	184	149
54872	1465,1171,1188	0,0,0	1330,1134,1332	0,2,0	209	149
54873	0,0,0	174,156,124	0,2,0	131,148,152	151	149
54874	13,11,19	3,1,0	21,18,6	0,0,3	241	149
54875	231,165,156	0,1,0	163,165,221	0,0,0	155	149
54876	530,491,435	0,0,0	570,506,560	3,0,0	151	149
54877	11,6,6	0,0,0	6,6,6	2,0,0	154	149
54878	5,2,3	0,2,1	1,0,0	0,0,0	209	149
54879	5,2,3	155,122,154	1,0,0	105,103,120	298	149
54880	0,2,1	155,122,154	0,0,0	105,103,120	298	149
54881	0,0,1	17,6,6	0,0,0	4,9,14	173	149
54882	48,17,19	1,0,0	20,40,23	0,0,0	298	149
54883	7,13,7	1,0,0	8,4,11	0,0,0	230	149
54884	17,12,10	0,0,0	5,12,11	0,0,1	298	149
54885	1,0,0	0,1,0	0,0,0	1,2,1	295	149
54886	5,2,4	334,349,269	9,2,2	318,308,298	298	149
54887	0,0,1	5,5,6	3,0,0	7,1,7	298	149
54888	7,16,7	0,0,0	4,13,4	1,0,0	180	149
54889	1,0,0	2,0,0	1,0,2	1,0,0	152	149
54890	325,349,254	2,0,0	297,287,287	1,0,0	154	149
54891	324,349,254	0,0,0	296,287,287	0,0,2	151	149
54892	0,0,0	2,2,0	1,0,0	5,0,2	274	149
54893	0,0,0	17,22,20	0,2,0	19,13,11	244	149
54894	0,1,1	38,36,46	0,0,0	26,44,30	195	149
54895	3,0,2	51,45,62	0,0,0	42,41,28	164	149
54896	303,365,427	1,0,0	247,294,289	0,2,2	154	149
54897	185,206,229	0,0,0	127,161,173	0,0,2	298	149
54898	146,158,138	0,0,0	105,126,121	1,0,0	167	149
54899	467,480,497	4,0,0	405,392,472	0,1,3	158	149
54900	566,609,614	0,0,0	476,483,595	3,0,0	168	149
54901	103,129,117	0,0,0	71,92,126	3,0,0	159	149
54902	0,0,1	0,1,5	0,0,0	0,0,2	298	149
54903	0,3,0	1,0,0	3,1,7	0,0,0	160	149
54904	23,16,18	463,510,477	16,18,26	352,403,456	176	149
54905	24,13,18	463,510,477	13,17,19	352,403,456	165	149
54907	11,4,3	152,143,145	0,1,0	119,115,141	298	149
54908	12,3,3	152,143,145	0,1,0	119,115,141	298	149
54909	84,81,82	0,1,0	62,77,80	0,0,0	194	149
54911	34,27,49	3,3,5	25,26,18	1,2,4	288	149
54912	97,91,120	0,0,0	85,71,69	1,1,0	297	149
54913	98,93,128	0,0,0	89,76,70	0,0,3	298	149
54914	8,1,11	265,260,310	4,7,2	244,241,272	234	149
54915	291,286,348	3,3,5	265,260,288	1,2,4	203	149
54916	354,350,423	0,0,0	325,305,339	1,1,0	212	149
54917	355,352,431	0,0,0	329,310,340	0,0,3	215	149
54918	17,10,13	0,0,0	8,10,12	1,1,0	158	149
54919	18,12,21	0,0,0	12,15,13	0,0,3	161	149
54920	1,2,8	0,0,0	5,6,1	0,0,3	152	149
54921	207,193,217	0,5,1	151,191,186	1,0,0	298	149
54922	0,2,0	180,171,199	2,0,1	143,162,172	194	149
54923	376,320,321	11,14,20	277,291,344	7,9,6	152	149
54924	327,357,216	0,7,8	259,266,256	2,4,2	155	149
54925	0,0,1	0,0,0	6,0,1	0,0,1	211	149
54926	0,0,1	291,340,250	2,0,0	233,246,258	168	149
54927	291,340,250	0,0,0	237,246,259	0,0,1	192	149
54928	291,340,250	6,5,9	237,247,259	6,2,2	153	149
54929	50,65,47	1,0,0	45,35,30	0,0,0	157	149
54930	0,1,2	99,108,80	0,0,0	65,69,62	170	149
54931	1,0,3	49,59,78	0,3,0	43,54,49	182	149
54933	564,622,645	0,0,0	460,477,528	0,0,1	151	149
54934	983,921,953	0,0,0	679,745,834	3,0,0	151	149
54935	1220,1387,1152	1,0,0	1037,989,1152	2,0,0	153	149
54936	754,746,635	2,0,0	577,499,720	0,0,0	187	149
54937	36,32,17	0,1,0	20,20,34	0,0,3	298	149
54938	0,0,1	4,1,3	0,0,0	2,1,0	171	149
54940	0,0,1	0,0,1	0,0,0	3,0,5	204	149
54941	0,0,1	527,515,499	0,2,0	390,365,499	216	149
54943	4,1,3	0,3,0	2,1,0	0,0,0	178	149
54944	4,1,3	0,0,1	2,1,0	3,0,5	182	149
54945	4,1,3	527,515,499	2,3,0	390,365,499	194	149
54946	4,1,3	0,1,0	2,1,0	0,0,0	195	149
54947	0,3,0	0,0,1	0,0,0	3,0,5	153	149
54948	0,3,0	527,515,499	0,2,0	390,365,499	165	149
54950	0,0,1	527,515,499	3,2,5	390,365,499	161	149
54951	0,0,1	0,1,0	3,0,5	0,0,0	162	149
54952	527,515,499	0,1,0	390,365,499	0,0,0	150	149
54953	12,7,3	3,0,0	10,6,5	0,3,0	298	149
54954	2,0,2	1,0,0	2,0,2	0,0,1	298	149
54955	5,0,2	1,0,0	1,3,2	0,0,1	286	149
54956	5,3,1	0,0,1	1,1,4	0,0,0	298	149
54957	15,10,4	72,53,48	10,7,9	29,39,38	298	149
54958	5,3,3	0,0,0	2,1,6	0,1,0	298	149
54959	2,1,1	0,0,1	4,6,2	0,0,0	298	149
54960	12,8,4	72,53,48	13,12,7	29,39,38	298	149
54961	2,1,3	0,0,0	5,6,4	0,1,0	298	149
54962	8,7,4	72,53,48	9,5,4	29,39,38	218	149
54963	2,0,3	0,0,0	1,0,2	0,1,0	298	149
54964	74,53,50	0,0,0	30,39,40	0,1,0	286	149
54965	177,115,128	0,0,0	121,98,128	0,3,0	298	149
