ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
519	31,20,30	84,62,77	45,25,36	63,74,79	434	149
520	534,574,630	12,14,12	498,421,425	10,14,2	218	149
527	0,0,1	0,0,1	2,6,0	2,1,0	232	149
532	5,6,2	25,14,18	6,5,9	20,15,10	265	149
534	16,36,19	39,36,49	27,28,24	30,33,42	351	149
536	2,0,2	0,0,1	2,4,1	0,2,1	495	149
537	2,0,2	0,0,0	2,4,1	2,1,2	538	149
538	8,7,10	1,1,1	16,9,13	0,0,0	538	149
540	0,2,0	2,0,2	0,0,0	2,7,0	599	149
542	4,4,2	9,7,6	2,1,6	17,32,39	558	149
544	150,108,117	369,325,371	75,89,93	323,364,339	1103	149
551	10,18,14	515,564,480	34,20,22	505,449,491	283	149
552	53,63,38	12,17,14	68,65,56	19,24,18	402	149
553	21,13,3	23,11,17	3,12,2	11,13,19	459	149
554	19,11,2	0,0,0	2,12,2	2,2,4	399	149
555	16,9,13	666,528,504	7,11,5	551,582,478	425	149
556	6,4,3	202,153,162	5,5,4	130,157,161	235	149
557	59,71,67	58,31,42	90,72,88	36,27,47	615	149
559	270,293,253	2,0,0	165,198,140	1,2,0	1204	149
560	1,0,2	0,0,0	12,2,0	0,1,0	744	149
562	20,17,10	512,427,348	31,28,11	404,530,375	278	149
563	0,2,0	0,6,0	0,0,1	2,11,3	962	149
565	0,0,3	0,0,0	0,0,1	1,0,0	233	149
566	0,3,0	15,24,20	0,0,0	29,24,25	258	149
567	6,6,1	0,0,0	9,10,6	0,1,0	719	149
568	2,3,6	0,1,6	6,3,5	5,0,10	367	149
569	2,3,6	7,8,5	6,2,5	6,3,5	351	149
571	0,0,1	0,0,0	1,0,0	2,0,1	652	149
573	0,2,0	0,2,2	2,0,4	0,2,0	267	149
574	0,2,0	0,0,0	2,0,4	1,0,0	275	149
578	10,15,17	131,134,125	12,29,19	184,204,180	263	149
582	10,19,5	62,53,65	9,16,4	61,25,40	223	149
583	20,32,17	472,398,389	17,19,16	364,398,354	289	149
585	124,136,116	405,355,245	131,131,127	335,375,314	806	149
586	779,822,792	1,2,4	886,841,817	2,5,6	305	149
589	151,138,126	0,1,2	148,138,122	0,2,1	1108	149
590	169,155,147	0,2,0	176,157,137	0,0,2	1224	149
591	200,181,179	0,1,0	200,188,167	2,2,0	1286	149
592	1,0,0	3,5,4	0,2,1	2,0,1	240	149
595	11,8,9	12,7,10	5,5,16	11,9,11	252	149
596	23,11,28	9,6,9	12,12,15	2,1,2	372	149
597	1,0,1	29,21,28	0,1,1	26,15,30	297	149
598	8,5,5	27,39,39	8,4,10	33,26,47	526	149
599	1,3,0	14,6,24	4,2,2	17,11,7	263	149
600	2,10,0	21,12,7	8,6,8	9,15,12	232	149
601	6,18,17	59,47,36	11,2,12	48,59,58	219	149
